Classifier,Featurelist,CV_Score,PublicAMS,PrivateAMS,time_train,time_pred,Settings,None,None,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81891,3.17220946358499,3.17157190652525,1.20805096626281,111.220389842987,threshold=0.7777,k=285,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81888,3.17257879217386,3.17173418069860,1.19106793403625,112.306473016738,threshold=0.7777,k=287,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81891,3.16593900893655,3.17297826042450,1.18411016464233,107.214179992675,threshold=0.7777,k=289,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81884,3.18136269662723,3.17335825965018,1.18706583976745,112.740501165390,threshold=0.7777,k=291,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81887,3.16815087390552,3.16981288470449,1.18401098251342,115.456655025482,threshold=0.7777,k=293,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81885,3.18522368012552,3.16962154592030,1.31713819503784,120.691895961761,threshold=0.7777,k=295,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81892,3.18534579809683,3.17144377327013,1.25601601600646,123.669127941131,threshold=0.7777,k=297,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81907,3.18346330512100,3.16433408751286,1.23207092285156,122.187106132507,threshold=0.7777,k=299,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81903,3.18128364467868,3.16864765713267,1.29007101058959,125.319221973419,threshold=0.7777,k=301,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.75559,1.81694822991554,1.81210077723950,1.21611809730529,9.31849098205566,threshold=0.8888,k=1,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.78731,2.25054831419700,2.26990397576994,1.23707199096679,13.6087851524353,threshold=0.8888,k=3,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.79972,2.44744686882187,2.48177354975673,1.20109605789184,16.8060040473938,threshold=0.6666,k=5,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.80613,2.61920589063413,2.64061284344279,1.20306801795959,18.6280710697174,threshold=0.7777,k=7,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81032,2.64657065510500,2.71762244427871,1.20607995986938,20.4322071075439,threshold=0.7777,k=9,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81286,2.78364684312987,2.83126634450762,1.20707106590271,22.1442329883575,threshold=0.7777,k=11,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81509,2.82394996731695,2.86811760875037,1.20209503173828,23.7133531570434,threshold=0.7777,k=13,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81561,2.92306665962374,2.92778991200065,1.19508385658264,24.5193979740142,threshold=0.7777,k=15,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81673,2.93439644192543,2.94419470749041,1.20207095146179,26.1275439262390,threshold=0.7777,k=17,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81692,2.96560972615938,2.98747815377750,1.20105791091918,27.1205198764801,threshold=0.7777,k=19,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81746,2.99081067840319,2.99716755613872,1.22600197792053,28.3326759338378,threshold=0.7777,k=21,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81776,2.99613291145178,3.02012852171976,1.21309518814086,29.5477018356323,threshold=0.7777,k=23,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81804,3.00419671580774,3.03334897429336,1.21102905273437,30.6688079833984,threshold=0.7777,k=25,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81806,3.01890623193626,3.04987292049858,1.22207283973693,30.0477290153503,threshold=0.7777,k=27,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81753,3.02057911851377,3.04181081979600,1.18802714347839,32.8719389438629,threshold=0.7777,k=29,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81825,3.03389228167748,3.07115090169137,1.20002603530883,33.7449409961700,threshold=0.7777,k=31,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81875,3.03239066439247,3.07650883425988,1.26207280158996,36.2100892066955,threshold=0.7777,k=33,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81914,3.04930213705306,3.09314781978105,1.28407192230224,36.8991689682006,threshold=0.7777,k=35,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81928,3.06993172348096,3.10653884807222,1.20903110504150,38.1181979179382,threshold=0.7777,k=37,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81936,3.04355089340247,3.10836650674945,1.24804902076721,38.3772339820861,threshold=0.7777,k=39,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.81977,3.05386504543006,3.11911460605502,1.22711300849914,38.8342521190643,threshold=0.7777,k=41,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82006,3.06250807026509,3.12222697169483,1.19507002830505,39.3002247810363,threshold=0.7777,k=43,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82003,3.04854142737299,3.13592448934665,1.24508190155029,43.0474290847778,threshold=0.7777,k=45,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82008,3.07619117439251,3.12501959653149,1.27107286453247,42.3415009975433,threshold=0.7777,k=47,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82037,3.07598251385388,3.12842970411939,1.25707793235778,44.4785020351409,threshold=0.7777,k=49,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82034,3.07042293753140,3.12110432136344,1.20410895347595,44.4885621070861,threshold=0.7777,k=51,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.8201,3.07483795163364,3.13346851875383,1.26303315162658,44.1845889091491,threshold=0.7777,k=53,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82001,3.10597770201205,3.14310949370154,1.25507307052612,45.4656229019165,threshold=0.7777,k=55,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82035,3.07450477430822,3.14126756823009,1.23805999755859,47.7257668972015,threshold=0.7777,k=57,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82043,3.09046078434636,3.14613389107980,1.21206998825073,46.6116468906402,threshold=0.7777,k=59,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82049,3.09216250657518,3.14307999184615,1.20505213737487,47.4577360153198,threshold=0.7777,k=61,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82078,3.09545415282121,3.15120853876614,1.21302199363708,48.4458749294281,threshold=0.7777,k=63,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82053,3.08041942454288,3.15099200073341,1.19310998916625,48.2877838611602,threshold=0.7777,k=65,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82027,3.08349989836272,3.14803390286071,1.22107696533203,50.9398891925811,threshold=0.7777,k=67,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82047,3.09370732629003,3.15222216744759,1.17603492736816,50.7188601493835,threshold=0.7777,k=69,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82068,3.08468186588669,3.15927214143079,1.29507303237915,53.8921470642089,threshold=0.7777,k=71,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82059,3.08642977454361,3.15915714701577,1.20206880569458,53.3800389766693,threshold=0.7777,k=73,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82072,3.09088828626481,3.16608638932752,1.21201515197753,52.3160598278045,threshold=0.7777,k=75,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82085,3.11036355800344,3.16800600363121,1.20705199241638,52.9160528182983,threshold=0.7777,k=77,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82077,3.11126404305446,3.16561389532612,1.19606590270996,55.4911990165710,threshold=0.7777,k=79,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82107,3.10595716019196,3.15650539702413,1.22707009315490,55.7592139244079,threshold=0.7777,k=81,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82115,3.12463658981312,3.15590917314182,1.22311210632324,55.5142009258270,threshold=0.7777,k=83,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82121,3.11297543419474,3.16956270751385,1.20806503295898,55.7972180843353,threshold=0.7777,k=85,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82095,3.10468346234428,3.17204338544538,1.18311095237731,56.3692080974578,threshold=0.7777,k=87,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82134,3.10040418488545,3.17394258710328,1.27607011795043,56.6432659626007,threshold=0.7777,k=89,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82127,3.11525163289324,3.16907242050749,1.20105004310607,58.9203989505767,threshold=0.7777,k=91,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.8211,3.12076859239058,3.16997375395621,1.22713804244995,58.6203539371490,threshold=0.7777,k=93,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82146,3.12404892660233,3.17367637819262,1.23705601692199,60.9595129489898,threshold=0.7777,k=95,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82131,3.13209431340114,3.17403279969544,1.19606804847717,60.2004690170288,threshold=0.7777,k=97,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82136,3.12503354630835,3.16994311715981,1.17517805099487,61.4324288368225,threshold=0.7777,k=99,p=1,None,None,None,None,None,None,None,None,None,None
kNN,header_6,0.82143,3.14657881262548,3.16526166310429,1.20911002159118,62.6946310997009,threshold=0.7777,k=101,p=1,None,None,None,None,None,None,None,None,None,None
xgboost,header_1,2.32020893333,3.28730107167863,3.33045218725485,20.8871619701385,2.79816102981567,threshold=0.14,steps_=120,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.32020893333,3.16131689533012,3.22236263933222,203.013746976852,11.1256239414215,threshold=0.14,steps_=1200,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.2157362,2.88309089622878,2.93048733202311,19.8941740989685,2.27814483642578,threshold=0.14,steps_=120,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.2157362,3.28617568805199,3.34069589277679,206.505932092666,11.8847150802612,threshold=0.14,steps_=1200,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.5551274,3.29253803856318,3.32489521188636,23.3163859844207,2.98412990570068,threshold=0.14,steps_=100,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.5551274,3.13761570779042,3.13296991758810,221.017743825912,15.3489081859588,threshold=0.14,steps_=1000,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.45522136667,3.09652076667041,3.17119453109771,24.0543868541717,3.04717516899108,threshold=0.14,steps_=100,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.45522136667,3.31928568114503,3.36253195612579,234.294463872909,17.3660030364990,threshold=0.14,steps_=1000,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.61737533333,3.23569369530404,3.21096823564684,28.8146610260009,3.92226910591125,threshold=0.14,steps_=100,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.61737533333,3.02606548409683,3.05899271667248,282.498286962509,24.4754109382629,threshold=0.14,steps_=1000,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.575127,3.16948295625960,3.28662759396473,30.3917539119720,4.05725312232971,threshold=0.14,steps_=100,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_1,2.575127,3.30317067636476,3.33255103796593,301.094385862350,36.4421150684356,threshold=0.14,steps_=1000,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.31785143333,3.34393230701744,3.36875905445017,21.7092089653015,2.60615086555480,threshold=0.14,steps_=120,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.31785143333,3.29311204697219,3.26005609811932,216.140419006347,12.7737360000610,threshold=0.14,steps_=1200,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.21828333333,2.86318017337301,2.91819568526941,21.1511728763580,2.47214412689209,threshold=0.14,steps_=120,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.21828333333,3.32921876056844,3.36503080165121,219.920680999755,12.6757290363311,threshold=0.14,steps_=1200,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.54415906667,3.33245559086520,3.34943594499563,23.8643770217895,2.77815485000610,threshold=0.14,steps_=100,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.54415906667,3.14147191786705,3.17796908711058,226.817077159881,16.1369299888610,threshold=0.14,steps_=1000,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.45161023333,3.09785061568776,3.18632890229909,23.4183218479156,3.00917601585388,threshold=0.14,steps_=100,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.45161023333,3.38903612299439,3.39834546422725,232.730417013168,17.7890260219573,threshold=0.14,steps_=1000,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.59996073333,3.24591725868870,3.29505623657843,29.0966501235961,3.66525387763977,threshold=0.14,steps_=100,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.59996073333,3.07613035436218,3.08129535543339,280.092145919799,24.3334472179412,threshold=0.14,steps_=1000,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.5910292,3.21567035612832,3.30745306515307,29.8496971130371,3.91022682189941,threshold=0.14,steps_=100,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_6,2.5910292,3.40686051048614,3.37970729271795,293.555924177169,37.8151807785034,threshold=0.14,steps_=1000,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.32849803333,3.53990495120148,3.60438340830679,36.6941139698028,2.78316211700439,threshold=0.14,steps_=120,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.32849803333,3.42465057626714,3.5152282824561,360.808802127838,13.0237939357757,threshold=0.14,steps_=1200,depth_=6,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,2.93594199810557,2.95873614137401,36.6351110935211,2.51418685913085,threshold=0.14,steps_=120,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.17155726667,3.56980516586280,3.64106235821113,364.300000905990,12.8197410106658,threshold=0.14,steps_=1200,depth_=6,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.5488568,3.52725213902730,3.62723583807543,42.2764289379119,2.92216205596923,threshold=0.14,steps_=100,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.5488568,3.36787156697691,3.39783689103018,400.610098123550,15.6939439773559,threshold=0.14,steps_=1000,depth_=9,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.4321543,3.16623442878248,3.26063036016536,43.0034799575805,2.89520311355590,threshold=0.14,steps_=100,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.4321543,3.62878463074243,3.69996822986614,452.881108045578,19.5551271438598,threshold=0.14,steps_=1000,depth_=9,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.63600273333,3.50270906339805,3.55153205586734,57.7803299427032,3.87022399902343,threshold=0.14,steps_=100,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.63600273333,3.38218485666398,3.35514137344187,578.477349996566,26.9615991115570,threshold=0.14,steps_=1000,depth_=12,eta_=0.1,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.58182783333,3.37149870434261,3.38378000383568,61.9735729694366,4.05323314666748,threshold=0.14,steps_=100,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
xgboost,header_all,2.58182783333,3.59843201332388,3.67121673067052,597.770972013473,37.3131930828094,threshold=0.14,steps_=1000,depth_=12,eta_=0.01,subsample_=0.9,eval_1=auc,eval_2=ams@0.14,None,None,None,None,None,None
